2018-02-15 17:07:20,824 ; DEBUG ; chempiler_client ; MainThread ; User Input:
XML file: C:\Users\group\Documents\Git_repositories\Chempiler\graph\chemputer_rig_2_Nytol.graphml
Command file: C:\Users\group\Documents\Git_repositories\Chempiler\tests\nytol.chasm
Simulation: n
2018-02-15 17:07:20,977 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Clear errors DONE.
2018-02-15 17:07:20,982 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:20,989 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Clear errors DONE.
2018-02-15 17:07:20,994 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:21,001 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Clear errors DONE.
2018-02-15 17:07:21,006 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:21,013 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Clear errors DONE.
2018-02-15 17:07:21,018 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:21,025 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Clear errors DONE.
2018-02-15 17:07:21,030 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:21,036 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Clear errors DONE.
2018-02-15 17:07:21,041 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:21,440 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Move DONE
2018-02-15 17:07:21,495 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Move DONE
2018-02-15 17:07:21,568 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Move DONE
2018-02-15 17:07:21,703 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Move DONE
2018-02-15 17:07:21,883 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Move DONE
2018-02-15 17:07:21,969 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Move DONE
2018-02-15 17:07:22,288 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:22,289 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2018-02-15 17:07:22,289 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Actuation SUCCESS!
