2018-05-11 23:21:12,778 ; DEBUG ; chempiler_client ; MainThread ; User Input:
XML file: C:\Users\group\Documents\Git_repositories\Chempiler\graph\chemputer_rig_2_Nytol.graphml
Command file: C:\Users\group\Documents\Git_repositories\Chempiler\tests\nytol.chasm
Simulation: n
2018-05-11 23:21:17,973 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Clear errors DONE.
2018-05-11 23:21:17,978 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:17,984 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Clear errors DONE.
2018-05-11 23:21:17,989 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:17,995 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Clear errors DONE.
2018-05-11 23:21:18,021 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:18,028 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Clear errors DONE.
2018-05-11 23:21:18,032 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:18,038 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Clear errors DONE.
2018-05-11 23:21:18,044 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:18,050 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Clear errors DONE.
2018-05-11 23:21:18,054 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:18,060 ; DEBUG ; Chemputer_Device_API ; valve_column TCP thread ; Clear errors DONE.
2018-05-11 23:21:18,065 ; DEBUG ; Chemputer_Device_API ; valve_column TCP thread ; Actuation SUCCESS!
2018-05-11 23:21:18,669 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Move DONE
2018-05-11 23:21:18,716 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Move DONE
2018-05-11 23:21:18,726 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Move DONE
2018-05-11 23:21:18,752 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Move DONE
2018-05-11 23:21:18,777 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Move DONE
2018-05-11 23:21:18,780 ; DEBUG ; Chemputer_Device_API ; valve_column TCP thread ; Move DONE
2018-05-11 23:21:18,782 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Move DONE
2018-05-11 23:21:19,377 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
