2017-11-02 11:17:57,388 ; DEBUG ; chempiler_client ; MainThread ; User Input:
XML file: C:\Users\group\Documents\Git_repositories\Chempiler\graph\chemputer_rig_3.graphml
Command file: C:\Users\group\Documents\Git_repositories\Chempiler\tests\nytol.chasm
Simulation: n
2017-11-02 11:17:57,535 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Clear errors DONE.
2017-11-02 11:17:57,539 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:57,546 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Clear errors DONE.
2017-11-02 11:17:57,550 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:57,558 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Clear errors DONE.
2017-11-02 11:17:57,563 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:57,570 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Clear errors DONE.
2017-11-02 11:17:57,575 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:57,581 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Clear errors DONE.
2017-11-02 11:17:57,587 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:57,593 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Clear errors DONE.
2017-11-02 11:17:57,598 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:58,027 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Move DONE
2017-11-02 11:17:58,036 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Move DONE
2017-11-02 11:17:58,057 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Move DONE
2017-11-02 11:17:58,082 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Move DONE
2017-11-02 11:17:58,160 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Move DONE
2017-11-02 11:17:58,248 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Move DONE
2017-11-02 11:17:58,664 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:58,664 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:58,664 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:58,664 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:58,664 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:58,665 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
2017-11-02 11:17:59,299 ; DEBUG ; Chemputer_Device_API ; valve_workup TCP thread ; Move DONE
2017-11-02 11:17:59,326 ; DEBUG ; Chemputer_Device_API ; valve_aqueous TCP thread ; Move DONE
2017-11-02 11:17:59,344 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Move DONE
2017-11-02 11:17:59,366 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Move DONE
2017-11-02 11:17:59,428 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Move DONE
2017-11-02 11:17:59,451 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Move DONE
2017-11-02 11:18:00,066 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; Clear errors DONE.
2017-11-02 11:18:00,070 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; Actuation SUCCESS!
2017-11-02 11:18:00,077 ; DEBUG ; Chemputer_Device_API ; pump_reactor TCP thread ; Clear errors DONE.
2017-11-02 11:18:00,082 ; DEBUG ; Chemputer_Device_API ; pump_reactor TCP thread ; Actuation SUCCESS!
2017-11-02 11:18:00,088 ; DEBUG ; Chemputer_Device_API ; pump_reagents_1 TCP thread ; Clear errors DONE.
2017-11-02 11:18:00,093 ; DEBUG ; Chemputer_Device_API ; pump_reagents_1 TCP thread ; Actuation SUCCESS!
2017-11-02 11:18:00,100 ; DEBUG ; Chemputer_Device_API ; pump_workup TCP thread ; Clear errors DONE.
2017-11-02 11:18:00,105 ; DEBUG ; Chemputer_Device_API ; pump_workup TCP thread ; Actuation SUCCESS!
2017-11-02 11:18:00,111 ; DEBUG ; Chemputer_Device_API ; pump_solvents TCP thread ; Clear errors DONE.
2017-11-02 11:18:00,116 ; DEBUG ; Chemputer_Device_API ; pump_solvents TCP thread ; Actuation SUCCESS!
2017-11-02 11:18:00,123 ; DEBUG ; Chemputer_Device_API ; pump_aqueous TCP thread ; Clear errors DONE.
2017-11-02 11:18:00,128 ; DEBUG ; Chemputer_Device_API ; pump_aqueous TCP thread ; Actuation SUCCESS!
2017-11-02 11:18:04,431 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; DONE. New home reading is 611
2017-11-02 11:18:04,438 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; Homing DONE.
2017-11-02 11:18:04,446 ; DEBUG ; Chemputer_Device_API ; pump_reactor TCP thread ; DONE. New home reading is 606
