2018-07-31 15:12:13,736 ; DEBUG ; chempiler_client ; MainThread ; User Input:
XML file: C:\Users\group\Documents\Chempiler\experiments\graph\chemputer_rig_3_sildenafil.graphml
Command file: C:\Users\group\Documents\Chempiler\experiments\ChASM\sildenafil.chasm
Simulation: n
2018-07-31 15:12:19,363 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Clear errors DONE.
2018-07-31 15:12:19,369 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:19,376 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Clear errors DONE.
2018-07-31 15:12:19,382 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:19,388 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Clear errors DONE.
2018-07-31 15:12:19,395 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:19,401 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Clear errors DONE.
2018-07-31 15:12:19,407 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:19,414 ; DEBUG ; Chemputer_Device_API ; valve_separator TCP thread ; Clear errors DONE.
2018-07-31 15:12:19,420 ; DEBUG ; Chemputer_Device_API ; valve_separator TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:19,427 ; DEBUG ; Chemputer_Device_API ; valve_rotary TCP thread ; Clear errors DONE.
2018-07-31 15:12:19,433 ; DEBUG ; Chemputer_Device_API ; valve_rotary TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,274 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Move DONE
2018-07-31 15:12:20,365 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Move DONE
2018-07-31 15:12:20,401 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Move DONE
2018-07-31 15:12:20,441 ; DEBUG ; Chemputer_Device_API ; valve_separator TCP thread ; Move DONE
2018-07-31 15:12:20,466 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Move DONE
2018-07-31 15:12:20,484 ; DEBUG ; Chemputer_Device_API ; valve_rotary TCP thread ; Move DONE
2018-07-31 15:12:20,908 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_rotary TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_separator TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_reagents_2 TCP thread ; Move DONE
2018-07-31 15:12:20,912 ; DEBUG ; Chemputer_Device_API ; valve_solvents TCP thread ; Move DONE
2018-07-31 15:12:20,913 ; DEBUG ; Chemputer_Device_API ; valve_reactor TCP thread ; Move DONE
2018-07-31 15:12:20,913 ; DEBUG ; Chemputer_Device_API ; valve_rotary TCP thread ; Move DONE
2018-07-31 15:12:20,913 ; DEBUG ; Chemputer_Device_API ; valve_separator TCP thread ; Move DONE
2018-07-31 15:12:21,332 ; DEBUG ; Chemputer_Device_API ; valve_reagents_1 TCP thread ; Move DONE
2018-07-31 15:12:21,948 ; DEBUG ; Chemputer_Device_API ; pump_reagents_1 TCP thread ; Clear errors DONE.
2018-07-31 15:12:21,954 ; DEBUG ; Chemputer_Device_API ; pump_reagents_1 TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:21,960 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; Clear errors DONE.
2018-07-31 15:12:21,967 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:21,973 ; DEBUG ; Chemputer_Device_API ; pump_solvents TCP thread ; Clear errors DONE.
2018-07-31 15:12:21,980 ; DEBUG ; Chemputer_Device_API ; pump_solvents TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:21,986 ; DEBUG ; Chemputer_Device_API ; pump_reactor TCP thread ; Clear errors DONE.
2018-07-31 15:12:21,993 ; DEBUG ; Chemputer_Device_API ; pump_reactor TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:21,999 ; DEBUG ; Chemputer_Device_API ; pump_separator TCP thread ; Clear errors DONE.
2018-07-31 15:12:22,005 ; DEBUG ; Chemputer_Device_API ; pump_separator TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:22,012 ; DEBUG ; Chemputer_Device_API ; pump_rotary TCP thread ; Clear errors DONE.
2018-07-31 15:12:22,018 ; DEBUG ; Chemputer_Device_API ; pump_rotary TCP thread ; Actuation SUCCESS!
2018-07-31 15:12:25,825 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; DONE. New home reading is 827
2018-07-31 15:12:25,832 ; DEBUG ; Chemputer_Device_API ; pump_reagents_2 TCP thread ; Homing DONE.
2018-07-31 15:12:26,009 ; DEBUG ; Chemputer_Device_API ; pump_reagents_1 TCP thread ; DONE. New home reading is 599
2018-07-31 15:12:26,016 ; DEBUG ; Chemputer_Device_API ; pump_reagents_1 TCP thread ; Homing DONE.
2018-07-31 15:12:26,020 ; DEBUG ; Chemputer_Device_API ; pump_solvents TCP thread ; DONE. New home reading is 581
2018-07-31 15:12:26,022 ; DEBUG ; Chemputer_Device_API ; pump_separator TCP thread ; DONE. New home reading is 605
2018-07-31 15:12:26,027 ; DEBUG ; Chemputer_Device_API ; pump_solvents TCP thread ; Homing DONE.
2018-07-31 15:12:26,028 ; DEBUG ; Chemputer_Device_API ; pump_separator TCP thread ; Homing DONE.
2018-07-31 15:12:26,040 ; DEBUG ; Chemputer_Device_API ; pump_rotary TCP thread ; DONE. New home reading is 628
2018-07-31 15:12:26,047 ; DEBUG ; Chemputer_Device_API ; pump_rotary TCP thread ; Homing DONE.
